,NAME,host_identity_verified,host.name,neighbourhood.group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room.type,Construction.year,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
33728,Cozy Studio Apartment in Great Location!!!,unconfirmed,Diana,Manhattan,Gramercy,40.73714,-73.97962,FALSE,moderate,Entire home/apt,2017,"$1,188 ",$238 ,1,11,1.51,2,5,312
101685,MODERN ROOM IN CHARMING CLINTON HILL+ SWEET VIEW 3,unconfirmed,Graham And Ben,Brooklyn,Clinton Hill,40.69616,-73.96198,FALSE,strict,Private room,2014,"$1,188 ",$238 ,30,4,0.14,1,11,311
25824,"Experiencing tranquility in Private Home, Room #4",unconfirmed,Bruce & Cyrina,Brooklyn,Flatbush,40.64923,-73.95273,FALSE,strict,Private room,2022,"$1,187 ",$237 ,2,26,1.16,4,4,0
15801,Sunny Spacious Apt in Astoria w/ back yard access,verified,Kasey,Queens,Astoria,40.75735,-73.92134,TRUE,flexible,Entire home/apt,2018,"$1,187 ",$237 ,3,21,0.58,1,1,0
42764,Manhatan Stylish Bedroom,unconfirmed,Jay,Manhattan,Harlem,40.81072,-73.94235,TRUE,flexible,Private room,2015,"$1,187 ",$237 ,NA,8,2.61,5,9,150
97049,UWS Luxury 2 bdrm 2 bath Penthouse,verified,Mat,Manhattan,Upper West Side,40.79473,-73.96744,FALSE,flexible,Entire home/apt,2009,"$1,187 ",$237 ,30,2,0.19,2,10,365
64319,Beautiful cozy room jfk/ lga  Airport,unconfirmed,Balwinder,Queens,Richmond Hill,40.69501,-73.82562,FALSE,moderate,Private room,2011,"$1,187 ",$237 ,1,3,0.32,3,2,338
35722,Cozy accommodation in Queens for MAX 2 people,unconfirmed,Haruhisa,Queens,Elmhurst,40.74316,-73.87285,TRUE,strict,Private room,2008,"$1,187 ",$237 ,29,2,0.29,4,5,1
79878,"A Special Place for You! Bed-Stuy, Brooklyn",unconfirmed,Jaran,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94135,FALSE,flexible,Entire home/apt,2016,"$1,187 ",$237 ,3,40,1.6,1,3,170
11506,Bright Artistic Downtown Studio,verified,Graham,Manhattan,Chinatown,40.71719,-73.99109,TRUE,flexible,Entire home/apt,2004,"$1,187 ",$237 ,30,60,1.38,5,1,152
57776,“Most Comfortable Bed”  1 Block From TSquare Train,unconfirmed,Leroy,Manhattan,Harlem,40.82075,-73.95658,TRUE,moderate,Private room,2004,"$1,187 ",$237 ,1,13,2.42,5,1,167
92692,Cozy bedroom in Brooklyn Brownstone,verified,Tia,Brooklyn,Crown Heights,40.66989,-73.9436,FALSE,strict,Private room,2019,"$1,187 ",$237 ,3,1,0.07,2,1,18
40645,Private apartment (1st floor) with all amenities,unconfirmed,Yogi,Queens,Ozone Park,40.67883,-73.85627,TRUE,moderate,Entire home/apt,2006,"$1,187 ",$237 ,2,7,1.2,2,3,52
97821,"Cozy, artistic studio in the heart of Bushwick",verified,Alicia,Brooklyn,Bushwick,40.7044,-73.92111,FALSE,moderate,Entire home/apt,2016,"$1,187 ",$237 ,3,6,0.55,5,1,0
39735,Large and cozy room in the heart of Manhattan,unconfirmed,Tanya,Manhattan,Midtown,40.74981,-73.98585,FALSE,moderate,Private room,2008,"$1,186 ",$237 ,1,7,1.07,2,2,0
19878,Cozy private room in a new building in Bushwick,verified,Kevin,Brooklyn,Bushwick,40.69283,-73.92702,FALSE,flexible,Private room,2020,"$1,186 ",$237 ,15,3,0.09,4,1,83
31130,Brooklyn Penthouse With Manhattan Views,unconfirmed,Steve,Brooklyn,Williamsburg,40.71189,-73.95355,TRUE,flexible,Entire home/apt,2016,"$1,186 ",$237 ,2,43,2.8,5,1,102
28636,Newly renovated 3 BEDROOM in Astoria woodside NY,verified,Niki,Queens,Astoria,40.76403,-73.90612,FALSE,flexible,Entire home/apt,2014,"$1,186 ",$237 ,2,69,3.68,5,1,307
52260,Newly renovated cozy studio w/parking /nearJFK,unconfirmed,David,Queens,Arverne,40.59435,-73.79401,TRUE,strict,Entire home/apt,2017,"$1,186 ",$237 ,2,10,1.65,5,1,342
32369,Bedstuy Fly!  Two Bedroom Garden Apartment.,verified,Ingrid,Brooklyn,Bedford-Stuyvesant,40.68902,-73.92838,TRUE,moderate,Entire home/apt,2020,"$1,186 ",$237 ,3,52,3.9,5,1,37
88229,Spacious Room in the Heart of Williamsburg,unconfirmed,Chloe,Brooklyn,Williamsburg,40.71916,-73.95749,FALSE,moderate,Private room,2008,"$1,186 ",$237 ,5,4,0.14,5,2,0
40932,Downtown Modern 2 bedroom with Views!,verified,Hana,Manhattan,Gramercy,40.73782,-73.98547,TRUE,moderate,Entire home/apt,2018,"$1,186 ",$237 ,1,6,1.49,3,3,0
68177,Luxury Studio - 1 Stop from NYC/Amazing Views,verified,Ricardo,Queens,Long Island City,40.74785,-73.94651,FALSE,moderate,Entire home/apt,2021,"$1,186 ",$237 ,2,82,1.63,5,1,0
95915,Historic Building on a Tree-lined Street,verified,Tammen,Brooklyn,Boerum Hill,40.68696,-73.98174,TRUE,strict,Entire home/apt,2009,"$1,186 ",$237 ,2,5,0.4,5,1,0
7274,纽约之家(Sunnyhome7),unconfirmed,Amy,Queens,Flushing,40.74569,-73.83299,FALSE,flexible,Private room,2020,"$1,186 ",$237 ,1,214,4.08,3,8,107
33265,Bright room between SoHo/NoHo/LES,unconfirmed,Yosh,Manhattan,Little Italy,40.71778,-73.99801,FALSE,flexible,Private room,2007,"$1,186 ",$237 ,3,35,2.84,2,1,0
56163,A+ Location Comfort Stay Studio (3 Beds),verified,Nomad,Manhattan,Midtown,40.74766,-73.98702,FALSE,moderate,Entire home/apt,2009,"$1,185 ",$237 ,7,23,1.47,2,53,158
98091,Beautiful Historic Brooklyn!,unconfirmed,Kc,Brooklyn,Bedford-Stuyvesant,40.69652,-73.94821,FALSE,strict,Private room,2006,"$1,185 ",$237 ,2,46,4.68,4,4,36
72005,Private bedroom in Lower East Side,unconfirmed,Brian,Manhattan,Lower East Side,40.72235,-73.98769,TRUE,strict,Private room,2006,"$1,185 ",$237 ,1,1,0.02,3,1,0
85304,Victorian Flatbush Family Friendly,verified,Elizabeth,Brooklyn,Flatbush,40.64933,-73.96478,TRUE,flexible,Entire home/apt,2005,"$1,185 ",$237 ,5,4,0.11,5,1,202
67234,"High Ceilings, Period Details",unconfirmed,Benjamin,Brooklyn,Sunset Park,40.66485,-73.99304,FALSE,moderate,Entire home/apt,2017,"$1,185 ",$237 ,30,4,0.1,3,19,247
72217,Designer's Large 1BR in Chelsea,unconfirmed,Sam,Manhattan,Chelsea,40.74768,-73.99625,FALSE,flexible,Entire home/apt,2015,"$1,185 ",$237 ,4,3,0.06,4,1,0
21506,Perfect West Village Apartment,verified,Mike And Lori,Manhattan,West Village,40.73532,-74.0031,TRUE,moderate,Entire home/apt,2019,"$1,185 ",$237 ,3,1,0.03,3,1,0
59824,Airy private bedroom in Clinton Hill,verified,Marina,Brooklyn,Bedford-Stuyvesant,40.68321,-73.95691,TRUE,moderate,Private room,2009,"$1,185 ",$237 ,2,2,0.8,5,1,17
10384,Designer's Large 1BR in Chelsea,verified,Sam,Manhattan,Chelsea,40.74768,-73.99625,TRUE,moderate,Entire home/apt,2015,"$1,185 ",$237 ,4,3,0.06,4,1,252
79543,Inspiring & Motivational ⭐️,unconfirmed,Charles,Manhattan,Washington Heights,40.84497,-73.93934,TRUE,strict,Private room,2019,"$1,185 ",$237 ,1,129,4.7,2,3,365
84663,Gorgeous apartment in Brownstone,unconfirmed,Gary,Brooklyn,South Slope,40.66736,-73.98773,TRUE,strict,Private room,2009,"$1,185 ",$237 ,2,141,3.63,1,1,95
33568,Warm and Cozy Bedroom ~ 15 minutes to JFK,unconfirmed,Jeffrey & Casandra,Queens,Bayswater,40.61036,-73.7687,FALSE,strict,Private room,2020,"$1,184 ",$237 ,1,8,8,3,1,172
96501,Warm and Cozy Bedroom ~ 15 minutes to JFK,unconfirmed,Jeffrey & Casandra,Queens,Bayswater,40.61036,-73.7687,TRUE,flexible,Private room,2020,"$1,184 ",$237 ,1,8,8,3,1,172
8703,"Modern Williamsburg apt w/Gym, Roof",verified,Nicholas,Brooklyn,Williamsburg,40.70877,-73.94889,TRUE,flexible,Entire home/apt,2014,"$1,184 ",$237 ,3,20,0.4,3,1,262
73580,Fort Greene 3 bedroom duplex apartment,unconfirmed,Amir,Brooklyn,Fort Greene,40.69392,-73.97114,FALSE,strict,Entire home/apt,2013,"$1,184 ",$237 ,3,37,2.39,3,2,140
92637,room B private manhattan room,unconfirmed,Eliahu,Manhattan,Harlem,40.81337,-73.95206,FALSE,flexible,Private room,2005,"$1,184 ",$237 ,1,1,0.06,2,11,364
44459,I rent out brand new 2br/2bath apt in Chinatown,verified,Stanislav,Manhattan,Chinatown,40.71333,-73.99419,TRUE,moderate,Entire home/apt,2011,"$1,184 ",$237 ,2,5,2.42,2,1,231
52605,1 Bedroom Plus Apt | Front & Wall Street WhyHotel,verified,Front & Wall,Manhattan,Financial District,40.704903,-74.006416,TRUE,flexible,Entire home/apt,2013,"$1,184 ",$237 ,1,10,2.86,2,9,344
27589,"Sunny Slice of uptown NYC, Private Room, Comfy!",verified,Dawn,Manhattan,East Harlem,40.79503,-73.93953,FALSE,moderate,Private room,2004,"$1,184 ",$237 ,3,2,0.1,3,1,0
26269,Room in Chelsea,unconfirmed,Sorcha,Manhattan,Chelsea,40.74063,-73.99998,FALSE,flexible,Private room,2010,"$1,183 ",$237 ,2,4,0.19,5,1,0
102053,"☀️Private, cozy & quiet room in Inwood Manhattan☀️",unconfirmed,Zhoe,Manhattan,Inwood,40.86857,-73.91577,TRUE,flexible,Private room,NA,"$1,183 ",,4,95,3.65,2,1,323
743,Resort-like living in Williamsburg,unconfirmed,Higgins,Brooklyn,Williamsburg,40.71647,-73.93974,TRUE,flexible,Entire home/apt,2013,"$1,183 ",$237 ,30,1,0.01,2,1,253
70902,Luxury 1 Bedroom Upper West,verified,Olivier,Manhattan,Upper West Side,40.77864,-73.98437,FALSE,strict,Entire home/apt,2012,"$1,183 ",$237 ,30,18,0.29,3,2,135
88345,Master bedroom/private bathroom with Balcony,unconfirmed,Adam,Brooklyn,Bedford-Stuyvesant,40.68511,-73.95452,TRUE,flexible,Private room,2007,"$1,183 ",$237 ,3,5,0.15,2,1,83
60873,Cozy Sugar Hill 1 bedroom Apartment,verified,Tanika,Manhattan,Harlem,40.82838,-73.94435,TRUE,strict,Entire home/apt,2005,"$1,183 ",$237 ,3,8,0.94,4,1,236
16315,One bedroom in Beautiful Astoria with balcony!,verified,Stephanie,Queens,Ditmars Steinway,40.77265,-73.91401,FALSE,flexible,Private room,2003,"$1,183 ",$237 ,1,1,0.03,4,1,336
95986,"Luxury, large, private room on Upper West Side",verified,Lenny,Manhattan,Upper West Side,40.78052,-73.97567,FALSE,moderate,Private room,2004,"$1,183 ",$237 ,3,14,1.14,4,1,0
75431,"Big, Quiet Apartment with Two Cats, Central Park",verified,Rachel,Manhattan,Upper West Side,40.79702,-73.96256,TRUE,moderate,Entire home/apt,2017,"$1,183 ",$237 ,3,2,2,5,1,0
6532,Spanish Harlem Apt,verified,Olson,Manhattan,East Harlem,40.79264,-73.93898,FALSE,strict,Entire home/apt,2017,"$1,183 ",$237 ,5,1,0.02,2,1,287
41923,"Big room, sleeps 4 with private bathroom.",verified,Harmony,Brooklyn,Greenpoint,40.72312,-73.93608,TRUE,strict,Private room,2005,"$1,183 ",$237 ,1,3,2.43,4,5,349
73191,"Lovely West Harlem Duplex, Comfortably Sleeps 4",verified,Kinda,Manhattan,Harlem,40.80381,-73.95055,TRUE,strict,Entire home/apt,2007,"$1,183 ",$237 ,10,10,0.64,4,1,0
81460,法拉盛(Flushing)独立出入Basement套房出租｡2房1卫 2Rooms/1Bath,unconfirmed,Bing,Queens,Flushing,40.75388,-73.81561,FALSE,flexible,Private room,2016,"$1,183 ",$237 ,1,70,2.86,3,4,85
79130,"☀️Private, cozy & quiet room in Inwood Manhattan☀️",unconfirmed,Zhoe,Manhattan,Inwood,40.86857,-73.91577,FALSE,flexible,Private room,2011,"$1,183 ",$237 ,4,95,3.65,2,1,323
93166,"Lovely West Harlem Duplex, Comfortably Sleeps 4",unconfirmed,Kinda,Manhattan,Harlem,40.80381,-73.95055,FALSE,flexible,Entire home/apt,2007,"$1,183 ",$237 ,10,10,0.64,4,1,0
82738,Bright & Comfy 2-BR in heart of Greenwich Village,verified,Gavin,Manhattan,Greenwich Village,40.73325,-73.99971,FALSE,flexible,Entire home/apt,2003,"$1,183 ",$237 ,2,34,1.52,2,1,10
67357,Nuestro hogar será tu hogar.,verified,Leonor,Bronx,Tremont,40.84477,-73.89273,TRUE,strict,Private room,2021,"$1,183 ",$237 ,30,14,0.47,3,2,0
19606,Space & Comfort in Victorian Brooklyn home,verified,Dave + Suzanne,Brooklyn,Flatbush,40.64008,-73.96579,FALSE,flexible,Entire home/apt,2004,"$1,183 ",$237 ,3,5,0.15,5,2,0
94926,bushwick’s cozy nook,unconfirmed,Jose,Brooklyn,Bushwick,40.68973,-73.91172,FALSE,flexible,Private room,2014,"$1,182 ",$236 ,3,36,3.4,2,2,292
61298,Single Day Bed with Washer/Dryer,verified,Tj And Thais,Brooklyn,Midwood,40.61315,-73.95502,FALSE,strict,Private room,2011,"$1,182 ",$236 ,3,1,0.36,2,3,64
51367,Cozy and comfortable room in Manhattan,verified,Kateryna,Manhattan,East Harlem,40.7898018,-73.94005884,TRUE,flexible,Private room,2021,"$1,182 ",$236 ,1,5,4.41,4,1,25
53181,A private access room available in Brooklyn.,unconfirmed,Justin,Brooklyn,Bedford-Stuyvesant,40.68081,-73.92313,FALSE,moderate,Private room,2015,"$1,182 ",$236 ,1,10,3.06,2,1,308
32735,Common Single Room # 1,unconfirmed,Martita,Brooklyn,Bedford-Stuyvesant,40.6861,-73.92859,FALSE,strict,Private room,2019,"$1,182 ",$236 ,1,125,9.47,3,6,325
28601,Heart of Williamsburg - HUGE 1BR Apartment modern,verified,Shawn,Brooklyn,Williamsburg,40.71644,-73.94807,TRUE,flexible,Entire home/apt,2014,"$1,182 ",$236 ,2,1,0.05,2,1,0
33681,Sunny Private Bedroom Near Manhattan,unconfirmed,Carolina,Queens,Sunnyside,40.74122,-73.92223,FALSE,flexible,Private room,2008,"$1,182 ",$236 ,1,11,0.93,2,1,346
66717,Entire Apt Near Train Magical Midwood Retreat,unconfirmed,Angie,Brooklyn,Midwood,40.61698,-73.95633,FALSE,flexible,Entire home/apt,2010,"$1,182 ",$236 ,30,3,0.12,4,2,63
53406,"Comfortable, clean & quiet in EV",unconfirmed,Casper,Manhattan,East Village,40.73153,-73.98398,FALSE,moderate,Private room,2010,"$1,182 ",$236 ,1,392,3.4,4,1,297
70140,PRIVATE LARGE-MODERN-CLEAN master bedroom,unconfirmed,Sergio,Manhattan,East Harlem,40.80215,-73.93889,TRUE,moderate,Private room,2003,"$1,181 ",$236 ,1,4,0.1,2,5,0
57985,"Prívate room in Queens, NY",unconfirmed,Lady,Queens,Corona,40.73957,-73.85553,FALSE,moderate,Private room,2010,"$1,181 ",$236 ,1,95,1.26,5,1,203
1964,PRIVATE LARGE-MODERN-CLEAN master bedroom,unconfirmed,Sergio,Manhattan,East Harlem,40.80215,-73.93889,FALSE,strict,Private room,2003,"$1,181 ",$236 ,1,4,0.1,2,5,256
87251,Beautiful place,verified,Anmarie,Brooklyn,Canarsie,40.63723,-73.90854,FALSE,moderate,Entire home/apt,2014,"$1,181 ",$236 ,1,104,2.86,2,1,97
98180,Best Brooklyn location - stylish and comfortable,unconfirmed,Lindsay,Brooklyn,Cobble Hill,40.68643,-73.9976,TRUE,moderate,Entire home/apt,2015,"$1,181 ",$236 ,4,38,3.75,4,2,33
20468,Large 1BR Apt In Upper Manhattan w/AC in Bedroom,verified,Daniel,Manhattan,Washington Heights,40.84517,-73.93748,TRUE,moderate,Entire home/apt,2009,"$1,181 ",$236 ,4,2,0.08,2,1,0
52948,Brooklyn’s Finest “Welcome Home”,unconfirmed,Xie,Brooklyn,Canarsie,40.63471,-73.89161,FALSE,moderate,Private room,2003,"$1,181 ",$236 ,3,5,1.19,2,5,361
92750,Park Slope 1BR 1st Floor Apt - Perfect for 1 - 2,verified,Mo,Brooklyn,Park Slope,40.67418,-73.97918,TRUE,strict,Entire home/apt,2021,"$1,180 ",$236 ,2,27,1.56,2,1,0
94256,Cozy & warm private studio apartment in Astoria,unconfirmed,Amy,Queens,Ditmars Steinway,40.77467,-73.9094,TRUE,moderate,Entire home/apt,2022,"$1,180 ",$236 ,2,6,0.42,3,1,0
45621,New Hotel-Like Private Room KING Bed 25 min NYC,unconfirmed,David,Queens,Maspeth,40.73829,-73.89586,TRUE,strict,Private room,2010,"$1,180 ",$236 ,1,12,9.47,3,4,233
68076,"Private Room in Manhattan,Times SQ",unconfirmed,Suphitcha,Manhattan,Hell's Kitchen,40.76196,-73.98885,FALSE,moderate,Private room,2006,"$1,180 ",$236 ,30,4,0.15,4,2,0
61136,Sumptuous Brownstone Apt in the Heart Fort Greene,unconfirmed,Rr,Brooklyn,Fort Greene,40.68916,-73.97762,FALSE,moderate,Entire home/apt,2020,"$1,180 ",$236 ,30,73,2,2,2,256
35499,Casas familiar,unconfirmed,Camilo,Bronx,Concourse,40.83659,-73.91777,FALSE,strict,Private room,2014,"$1,180 ",$236 ,1,1,0.11,2,2,8
51429,Executive Studio Best Location,verified,Stay With Vibe,Manhattan,Kips Bay,40.73994,-73.97945,FALSE,moderate,Entire home/apt,2010,"$1,180 ",$236 ,30,22,0.35,3,108,297
62698,COZY ROOM IN TIMES SQUARE,verified,Piero,Manhattan,Hell's Kitchen,40.75577,-73.99478,FALSE,moderate,Private room,2011,"$1,179 ",$236 ,1,8,1.15,5,6,349
86373,"Tree lined, light-filled in Chelsea",unconfirmed,Karin,Manhattan,Chelsea,40.74858,-73.99887,FALSE,strict,Entire home/apt,2015,"$1,179 ",$236 ,1,1,0.03,5,1,82
97991,Home Away from Home: Crystalline dreams,unconfirmed,J-,Brooklyn,Bushwick,40.70397,-73.91801,FALSE,moderate,Private room,2006,"$1,179 ",$236 ,3,8,0.76,4,4,104
44980,Midtown Manhattan Stunner - Private room,unconfirmed,Royalton,Manhattan,Theater District,40.75491,-73.98507,TRUE,strict,Private room,2004,"$1,179 ",$236 ,1,3,3,2,9,318
70786,Perfect in Park Slope: EZ 2 NYC,verified,Daniel,Brooklyn,Park Slope,40.67274,-73.97339,TRUE,moderate,Entire home/apt,2021,"$1,179 ",$236 ,30,58,0.81,4,1,220
33309,Amazing & Quite shared room near L train,verified,Sergii,Brooklyn,Greenpoint,40.72177,-73.94166,TRUE,flexible,Shared room,2003,"$1,179 ",$236 ,30,3,0.26,3,10,312
2610,Perfect in Park Slope: EZ 2 NYC,unconfirmed,Daniel,Brooklyn,Park Slope,40.67274,-73.97339,TRUE,moderate,Entire home/apt,2021,"$1,179 ",$236 ,30,58,0.81,4,1,86
23575,Clean Midtown Rooms in heart of NYC,verified,Charles,Manhattan,Murray Hill,40.74763,-73.97602,TRUE,strict,Private room,2008,"$1,179 ",$236 ,3,4,0.16,1,2,0
51870,Beautiful Sunlit Retreat in Manhattan,verified,BeautifulHarlem,Manhattan,Harlem,40.82014,-73.94536,FALSE,moderate,Entire home/apt,2012,"$1,179 ",$236 ,1,292,4.76,4,3,69
55741,Grace,verified,Rachel,Queens,South Ozone Park,40.66705,-73.81233,FALSE,flexible,Private room,2019,"$1,179 ",$236 ,28,12,0.21,2,2,361
8736,Your NYC spot,unconfirmed,Anthony And Laura,Queens,Rego Park,40.7262,-73.8672,FALSE,moderate,Entire home/apt,2011,"$1,179 ",$236 ,3,3,0.09,3,1,13
101019,Cozy room in MASSIVE bushwick house,unconfirmed,Jared,Brooklyn,Bushwick,40.68863,-73.90874,TRUE,flexible,Private room,2020,"$1,178 ",$236 ,1,1,0.03,5,1,66
63528,All-inclusive Apt | Private Room in Coliving,verified,Sharedeasy,Manhattan,Upper West Side,40.80028,-73.95967,TRUE,strict,Private room,2013,"$1,178 ",$236 ,30,4,0.17,4,2,355
81096,Cute Room in Renovated Spacious LES/Chinatown Apt,verified,Andrew,Manhattan,Lower East Side,40.71453,-73.98679,TRUE,strict,Private room,2009,"$1,178 ",$236 ,5,72,2.93,5,2,316
73882,Sunny Harlem room: Ideal sublet for summer intern,verified,Lucy,Manhattan,Harlem,40.80731,-73.95155,FALSE,flexible,Private room,2006,"$1,178 ",$236 ,2,2,0.15,2,1,1
42004,1.5 Bdrm In Hip Bed-Stuy Brownstone,verified,Nikki,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93856,FALSE,flexible,Entire home/apt,2020,"$1,178 ",$236 ,1,13,3.86,4,1,13
42235,"Cozy, BRIGHT & AFFORDABLE STUDIO, heart of UES",verified,Elena,Manhattan,Upper East Side,40.77032,-73.95498,TRUE,moderate,Entire home/apt,2017,"$1,178 ",$236 ,7,13,3.17,5,1,34
34924,charming and unique studio at toplocation,verified,Julie,Manhattan,Upper East Side,40.76066,-73.96397,TRUE,moderate,Entire home/apt,2012,"$1,178 ",$236 ,1,2,2,5,1,0
3220,Adorable 1BD Home with view of NYC,unconfirmed,Lauren,Queens,Astoria,40.77453,-73.92833,TRUE,moderate,Entire home/apt,2006,"$1,178 ",$236 ,4,17,0.25,4,1,223
44932,Penn room 14,verified,Aminul,Brooklyn,East New York,40.66814,-73.8953,TRUE,moderate,Private room,2006,"$1,178 ",$236 ,7,2,1.2,5,13,258
68237,Cozy bedroom apt near to LGA airport. Free Parking,verified,Tashi,Queens,Jackson Heights,40.75106,-73.89411,FALSE,strict,Entire home/apt,2006,"$1,178 ",$236 ,30,204,3.16,4,1,245
95604,Spacious & minimal pre-war apartment,verified,Emelie,Manhattan,Chelsea,40.7406,-74.00433,TRUE,strict,Entire home/apt,2014,"$1,178 ",$236 ,3,3,0.24,4,1,0
14405,Private Room in Uptown Manhattan,unconfirmed,Hannah,Manhattan,Washington Heights,40.83336,-73.94333,FALSE,strict,Private room,2020,"$1,178 ",$236 ,2,118,2.93,1,1,359
15964,"Luxury Studio + Gym, Rooftop, Elevator!",unconfirmed,Andrew,Manhattan,Upper West Side,40.79167,-73.97273,TRUE,moderate,Entire home/apt,2004,"$1,178 ",$236 ,2,6,0.16,2,1,175
78700,Cozy Brooklyn Apartment,unconfirmed,Daniella,Brooklyn,Gowanus,40.6707,-73.99118,TRUE,flexible,Shared room,2014,"$1,177 ",$235 ,1,9,0.31,2,1,0
21542,"Cozy bdrm. Astoria, Queens. 10 min to Manhattan.",unconfirmed,Tyler,Queens,Astoria,40.7578,-73.92368,TRUE,flexible,Private room,2013,"$1,177 ",$235 ,2,1,0.03,3,1,0
91364,"Cozy bdrm. Astoria, Queens. 10 min to Manhattan.",unconfirmed,Tyler,Queens,Astoria,40.7578,-73.92368,TRUE,strict,Private room,2013,"$1,177 ",$235 ,2,1,0.03,3,1,0
67671,Private Room close to subway (3/3),verified,Esteban,Queens,Jackson Heights,40.75413,-73.86576,TRUE,flexible,Private room,2021,"$1,177 ",$235 ,30,127,1.61,3,3,362
102444,Art Gallery apartment in a Queens’ Victorian house,verified,Andrzej,Queens,Woodhaven,40.69508,-73.86032,FALSE,strict,Entire home/apt,2019,"$1,177 ",$235 ,3,24,2.55,3,1,308
98047,Art Gallery apartment in a Queens’ Victorian house,verified,Andrzej,Queens,Woodhaven,40.69508,-73.86032,FALSE,strict,Entire home/apt,2019,"$1,177 ",$235 ,3,24,2.55,3,1,308
85808,Cozy Room in West Harlem NYC,verified,Oge,Manhattan,Harlem,40.82143,-73.95651,TRUE,moderate,Private room,2007,"$1,177 ",$235 ,7,1,0.03,3,1,283
17814,Cozy Bedroom,unconfirmed,Tory,Manhattan,Harlem,40.82323,-73.9467,TRUE,moderate,Private room,2011,"$1,177 ",$235 ,2,9,0.25,4,1,0
55448,Your own huge private oasis in the heart of Soho,verified,Asya,Manhattan,SoHo,40.72627,-74.00104,TRUE,flexible,Entire home/apt,2008,"$1,177 ",$235 ,5,24,0.69,4,1,12
63502,"Sunny, Cozy Single Room in Brooklyn",unconfirmed,Karen,Brooklyn,East Flatbush,40.64608,-73.92479,FALSE,strict,Private room,2018,"$1,177 ",$235 ,30,10,0.18,2,2,215
5134,"Modern, Bright, Airy Brooklyn Apt",unconfirmed,Ian & Sady,Brooklyn,Bedford-Stuyvesant,40.68592,-73.95502,TRUE,flexible,Entire home/apt,2014,"$1,177 ",$235 ,3,6,0.1,3,1,225
35826,Sunny Private Room near the Montrose L,unconfirmed,Megan,Brooklyn,Williamsburg,40.70859,-73.94297,TRUE,strict,Private room,2018,"$1,177 ",$235 ,3,8,0.85,5,1,0
102209,Perfect Brooklyn,verified,Rosario,Brooklyn,Flatbush,40.63987,-73.96498,TRUE,strict,Entire home/apt,2004,"$1,176 ",$235 ,30,9,0.37,5,4,117
29966,Simple and clean WaHi living room!,verified,Alyssa,Manhattan,Washington Heights,40.84697,-73.93776,TRUE,strict,Shared room,2018,"$1,176 ",$235 ,1,13,0.75,5,2,0
9160,Gorgeous Garden Apt Steps To Park,unconfirmed,Steve,Brooklyn,Prospect-Lefferts Gardens,40.65703,-73.95964,FALSE,flexible,Entire home/apt,2018,"$1,176 ",$235 ,1,2,0.04,4,1,113
82238,Green Oasis in East Williamsburg,verified,Erin,Brooklyn,Williamsburg,40.70694,-73.94511,TRUE,flexible,Private room,2020,"$1,176 ",$235 ,2,2,0.09,4,1,0
35346,Bedroom Two  in Private House Near JFK Airport,verified,Cando,Queens,South Ozone Park,40.67296,-73.79658,TRUE,flexible,Private room,2013,"$1,176 ",$235 ,1,75,9.34,5,3,57
65245,"SMALL, Cheap  Room Close  to Central Park",unconfirmed,Marlon,Manhattan,East Harlem,40.7998,-73.94313,FALSE,strict,Private room,2004,"$1,176 ",$235 ,4,6,0.15,2,11,7
64740,★BUSHWICK ★ | QUIET COZY ROOM FACING BACKYARD,verified,Jonatah,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91827,FALSE,flexible,Private room,2010,"$1,176 ",$235 ,30,2,0.24,2,2,30
